"","his_data_2013.his_all_comments.textOriginal"
"4015","Epsdude Z is very correct in his statement to ganjakingnr1,,,,are you insane. "
"4016","I'm sure that as soon as guns are legally banned that the gun owning criminals will turn theirs in as quickly as possible. Gun toting criminals would never dream of breaking the law,,now would they. "
"4017","I think more guns would help ^^ joke!! gl USA"
"4018","Americas Fucked up . End of Story."
"4019","Erm nah.. just american soldiers -__-"
"4020","White people smh."
"4021","most of the time"
"4022","A mentaly disturbed person is more dangerous tham anything."
"4023","9 days before sandy hook..."
"4024","I'm canadian, and i've never felt unsafe or feared, nor my friends"
"4025","What about Kent State?"
"4026","Canada has our fair share of massacres. If we were ten times bigger, then it would equal out... But there are still some screwed up people in this world and we just have to deal them. Its horrible."
"4027","Its all those chicken nuggets
"
"4028","FUCK AMERICA !!!!!!"
"4029","cuuuuuuuuuuuuNNNNNNNNNNT"
"4030","Try top 10 shootings in China, Armenia or Pakistan(All of Pakistan, not the remains)."
"4031","what are your sources? mister truth. another religious jerkoff with his head up his ass. its great and dandy that u believe. nobody has the right to take that away from you. but get it the fuck off of youtube"
"4032","Wow!!!!"
"4033","I was expecting to see the Boston Massacre."
"4034","Yeah I didn't see it  *Facepalm*"
"4035","I was thinking the same but it's probably because of the impact it had back then it was more surprising"
"4036","The vid is wrong. Virginia tech is #1. It killed more people than colombine. How is colombine worst than Virginia tech?"
"4037","true dat"
"4038","Ok and next time Ill just ask the burglar to please leave and see how that works"
"4039","um. i no?"
"4040","That's the craziest excuse to murder that I've ever heard."
"4041","BY the way, Freedom isn't free. I'd rather watch out for myself than have me locked down by my own government. Take away everyones rights, give them free healthcare, and you got one happy canadian that can't take care of himself."
"4042","OHHH. ABC is covering mass shootings. WHY AM I NOT SURPRISED? Policy pushing pigs."
"4043","America's gun violence is dropping every year since 1993. Just because we have guns, it doesn't make us more violent. Sure a shooting here and there. But go to the UK and get stabbed to death with a violence rate twice as much as ours, just with knives. Oh, and where do you think all the shootings happen? IN CITIES WITH TH HIGHEST GUN CONTROL. Get your facts straight"
"4044","Top ten shootings that is kinda fucked up."
"4045","this bitch said shes gonna sue mcdonalds saying that ""the mcnuggets made him go crazy and made him kill people"" -.- bitch who you fooling ? lol"
