"","his_data_2017.his_all_comments.textOriginal"
"6176","these may be good to learn from but what if a shooter watches this then they know what's coming. but I'll ride away on my hoverboard eating a cake pop."
"6177","Luckily, my district's instruction for lockdowns have changed, and we're allowed to take any precaution if we must. If it means running away from the school, approaching the shooter(s) violently, or barricading doors with tables and everything, we do it. I don't get the lights out bs."
"6178","0:42 lmao there is a girl just out with her phone like nothing's happening"
"6179","One time we had a shooting drill during orchestra and my teacher didn't care so we just kept practicing and the  principal walked in and the teacher and the principal just stared at each other for 10 seconds straight really awkwardly. ""So this is your procedure for shooting huh?"", ""Yep."""
"6180","Honestly the school shouldn't've apologized. The shock and surprise prepared kids better than if they were told it wasn't real. Plus, knowing middle schoolers they would not have taken it seriously if they knew it wasn't real"
"6181","I can picture it now every 2 people get a table then as soon as the gunman comes in 10 desks flying across the fucking room lmao XD"
"6182","walk in the hall if there is a fire"
"6183","we had a drill and we had to hide in the cafeteria..."
"6184","bruh if someone tries to come in a room while there is a school shooting in jumping out the window and running home fud thats"
"6185","I WISH OUR DRILLS PREPARED US, WE JUST SIT IN A dark closet, no one will shut the hell up and we need to scare the crap out of middle schoolers"
"6186","man if a shooter ever comes in my school you best believe I ain't hiding behind no desks. I'm getting the hell out of there, finding a makeshift weapon and running."
"6187","I used to go to a school where it was near impossible, we were on a military base with fencing around it with electric barbed wire, multiple cameras, and guards"
"6188","The lockdowns are really bad for our school. I have a kid with a disability in my class and the lockdown announcement came on and he started screaming and wouldn't stop. We didn't have the lockdown planned someone just came in without permission."
"6189","I once had a drill which lasted 15-20 minutes and they told us it was over by opening the door unannounced"
"6190","A similar thing happened to me. I was with brownies and we did a fire drill including Party smoke and fire alarms. I now have a traumatic fear of fire and party smoke."
"6191","We don't have these in the UK. I wonder why..."
"6192","i live in the uk so its kinda shitty 4 this"
"6193","but if there training all students and students are doing the shootings so they know what's going to happen so they still know how to do the school shootings"
"6194","all teachers should at least carry a metal bat in their room."
"6195","Fuck that shit i'd legit just jump out the window and run away"
"6196","What I would do I usually keep a rope and bat in my bag. So that when a lockdown happens,I go by the door with the bar and the rope by my feet,so that when the person comes to attack might break the door down. So I will knock out the person and tie the hands and legs together until 911 or 999 arrive"
"6197","Anyone can take down a much taller and heavier individual with the right leveraging. Aikido, jujitsu and Krav Maga are excellent for this."
"6198","Im not saying this will safe everything but why don't they lock the doors first? The locks in my school are build in a way so that they're only to be opened from the inside. In an emergency the teachers locks the doors so that the shooter would have to shoot the lock before entering."
"6199","They should not have this on YouTube a shooter could watch this and have a idea where students hide"
"6200","what the heck all that happens on school is we hide under the desks, pull the blinds and lock the doors then after awhile the headteacher comes and tells us it's all over. and it's not scary, we all actually quite enjoy 5 minutes off. and sometimes we do work under the desks to catch up! we always get advance notice though."
"6201","How about just not making guns so acessible?? I don't understand you Americans.
I think the throwing things would work better from the distance though. I swear kids can throw hard."
"6202","Why would someone want to attack a school?"
"6203","at 2:10 that kid was hard 😂😂😂"
"6204","Wow, all I can say right now is wow"
"6205","My school lets us know drill or not and I am glad."
"6206","we dont have shooter drills but at my school they tell us to hide under our desks but if ur close to the door go to the back of the room"
"6207","I remember these drills when a intruder gets into the school but never had a shooting drill. Yea my ass ain't hiding in the dark. Forget that. I'm running. I'm going to run faster that the Olympic record..."
"6208","at my school we lock the doors,have emergency rope so that if they are able to unlock the door the teacher pulls on the rope to hold the door closed, while the students run for any sharp object for self defense (if we all group up and they get in it just make it easier for someone to get hurt) and the teachers are taught to break arms 👌"
